"","ensemblID","reactomeID","pwDesc"
"3470","ENSDARP00000138659","R-DRE-168256","Immune System"
"3471","ENSDARP00000138659","R-DRE-168249","Innate Immune System"
"3472","ENSDARP00000138699","R-DRE-74160","Gene Expression"
"3473","ENSDARP00000138699","R-DRE-6791226","Major pathway of rRNA processing in the nucleolus"
"3474","ENSDARP00000138699","R-DRE-72312","rRNA processing"
"3475","ENSDARP00000138720","R-DRE-420499","Class C/3 (Metabotropic glutamate/pheromone receptors)"
"3476","ENSDARP00000138720","R-DRE-881907","Gastrin-CREB signalling pathway via PKC and MAPK"
"3477","ENSDARP00000138720","R-DRE-388396","GPCR downstream signaling"
"3478","ENSDARP00000138720","R-DRE-500792","GPCR ligand binding"
"3479","ENSDARP00000138720","R-DRE-162582","Signal Transduction"
"3480","ENSDARP00000138720","R-DRE-416476","G alpha (q) signalling events"
"3481","ENSDARP00000138720","R-DRE-372790","Signaling by GPCR"
"3482","ENSDARP00000138720","R-DRE-416476","G alpha (q) signalling events"
"3483","ENSDARP00000138723","R-DRE-1430728","Metabolism"
"3484","ENSDARP00000138723","R-DRE-71291","Metabolism of amino acids and derivatives"
"3485","ENSDARP00000138723","R-DRE-70614","Amino acid synthesis and interconversion (transamination)"
"3486","ENSDARP00000138816","R-DRE-199991","Membrane Trafficking"
"3487","ENSDARP00000138816","R-DRE-6811440","Retrograde transport at the Trans-Golgi-Network"
"3488","ENSDARP00000138816","R-DRE-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic"
"3489","ENSDARP00000138816","R-DRE-5653656","Vesicle-mediated transport"
"3490","ENSDARP00000138930","R-DRE-1483255","PI Metabolism"
"3491","ENSDARP00000138930","R-DRE-1483257","Phospholipid metabolism"
"3492","ENSDARP00000138930","R-DRE-1483249","Inositol phosphate metabolism"
"3493","ENSDARP00000138930","R-DRE-1855204","Synthesis of IP3 and IP4 in the cytosol"
"3494","ENSDARP00000138930","R-DRE-1430728","Metabolism"
"3495","ENSDARP00000138930","R-DRE-1660499","Synthesis of PIPs at the plasma membrane"
"3496","ENSDARP00000138930","R-DRE-556833","Metabolism of lipids and lipoproteins"
"3497","ENSDARP00000138975","R-DRE-112316","Neuronal System"
"3498","ENSDARP00000138975","R-DRE-8849932","SALM protein interactions at the synapse"
"3499","ENSDARP00000138984","R-DRE-425407","SLC-mediated transmembrane transport"
"3500","ENSDARP00000138984","R-DRE-382551","Transmembrane transport of small molecules"
"3501","ENSDARP00000138984","R-DRE-425381","Bicarbonate transporters"
"3502","ENSDARP00000138984","R-DRE-425393","Transport of inorganic cations/anions and amino acids/oligopeptides"
"3503","ENSDARP00000138993","R-DRE-75892","Platelet Adhesion to exposed collagen"
"3504","ENSDARP00000138993","R-DRE-114604","GPVI-mediated activation cascade"
"3505","ENSDARP00000138993","R-DRE-109582","Hemostasis"
"3506","ENSDARP00000138993","R-DRE-76002","Platelet activation"
"3507","ENSDARP00000138993","R-DRE-202733","Cell surface interactions at the vascular wall"
"3508","ENSDARP00000139053","R-DRE-163841","Gamma carboxylation"
"3509","ENSDARP00000139053","R-DRE-1660662","Glycosphingolipid metabolism"
"3510","ENSDARP00000139053","R-DRE-1663150","The activation of arylsulfatases"
"3511","ENSDARP00000139053","R-DRE-392499","Metabolism of proteins"
"3512","ENSDARP00000139053","R-DRE-1430728","Metabolism"
"3513","ENSDARP00000139053","R-DRE-428157","Sphingolipid metabolism"
"3514","ENSDARP00000139053","R-DRE-597592","Post-translational protein modification"
"3515","ENSDARP00000139053","R-DRE-556833","Metabolism of lipids and lipoproteins"
"3516","ENSDARP00000139057","R-DRE-1502540","Signaling by Activin"
"3517","ENSDARP00000139057","R-DRE-201451","Signaling by BMP"
"3518","ENSDARP00000139057","R-DRE-162582","Signal Transduction"
"3519","ENSDARP00000139062","R-DRE-1430728","Metabolism"
"3520","ENSDARP00000139062","R-DRE-196791","Vitamin D (calciferol) metabolism"
"3521","ENSDARP00000139062","R-DRE-196854","Metabolism of vitamins and cofactors"
"3522","ENSDARP00000139062","R-DRE-6806667","Metabolism of fat-soluble vitamins"
"3523","ENSDARP00000139073","R-DRE-380287","Centrosome maturation"
"3524","ENSDARP00000139073","R-DRE-380284","Loss of proteins required for interphase microtubule organizationÂ from the centrosome"
"3525","ENSDARP00000139073","R-DRE-380259","Loss of Nlp from mitotic centrosomes"
"3526","ENSDARP00000139073","R-DRE-68882","Mitotic Anaphase"
"3527","ENSDARP00000139073","R-DRE-2467813","Separation of Sister Chromatids"
"3528","ENSDARP00000139073","R-DRE-380270","Recruitment of mitotic centrosome proteins and complexes"
"3529","ENSDARP00000139073","R-DRE-2565942","Regulation of PLK1 Activity at G2/M Transition"
"3530","ENSDARP00000139073","R-DRE-2500257","Resolution of Sister Chromatid Cohesion"
"3531","ENSDARP00000139073","R-DRE-194315","Signaling by Rho GTPases"
"3532","ENSDARP00000139073","R-DRE-2555396","Mitotic Metaphase and Anaphase"
"3533","ENSDARP00000139073","R-DRE-5620912","Anchoring of the basal body to the plasma membrane"
"3534","ENSDARP00000139073","R-DRE-69275","G2/M Transition"
"3535","ENSDARP00000139073","R-DRE-5617833","Assembly of the primary cilium"
"3536","ENSDARP00000139073","R-DRE-1640170","Cell Cycle"
"3537","ENSDARP00000139073","R-DRE-69278","Cell Cycle"
"3538","ENSDARP00000139073","R-DRE-1852241","Organelle biogenesis and maintenance"
"3539","ENSDARP00000139073","R-DRE-453274","Mitotic G2-G2/M phases"
"3540","ENSDARP00000139073","R-DRE-195258","RHO GTPase Effectors"
"3541","ENSDARP00000139073","R-DRE-8854518","AURKA Activation by TPX2"
"3542","ENSDARP00000139073","R-DRE-68877","Mitotic Prometaphase"
"3543","ENSDARP00000139073","R-DRE-162582","Signal Transduction"
"3544","ENSDARP00000139073","R-DRE-5663220","RHO GTPases Activate Formins"
"3545","ENSDARP00000139073","R-DRE-68886","M Phase"
"3546","ENSDARP00000139109","R-DRE-446203","Asparagine N-linked glycosylation"
"3547","ENSDARP00000139109","R-DRE-392499","Metabolism of proteins"
"3548","ENSDARP00000139109","R-DRE-948021","Transport to the Golgi and subsequent modification"
"3549","ENSDARP00000139109","R-DRE-597592","Post-translational protein modification"
"3550","ENSDARP00000139109","R-DRE-199977","ER to Golgi Anterograde Transport"
"3551","ENSDARP00000139109","R-DRE-199991","Membrane Trafficking"
"3552","ENSDARP00000139109","R-DRE-6807878","COPI-mediated anterograde transport"
"3553","ENSDARP00000139109","R-DRE-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic"
"3554","ENSDARP00000139109","R-DRE-5653656","Vesicle-mediated transport"
"3555","ENSDARP00000139109","R-DRE-6811438","Intra-Golgi traffic"
"3556","ENSDARP00000139110","R-DRE-166016","Toll Like Receptor 4 (TLR4) Cascade"
"3557","ENSDARP00000139110","R-DRE-166054","Activated TLR4 signalling"
"3558","ENSDARP00000139110","R-DRE-1169091","Activation of NF-kappaB in B cells"
"3559","ENSDARP00000139110","R-DRE-975871","MyD88 cascade initiated on plasma membrane"
"3560","ENSDARP00000139110","R-DRE-983705","Signaling by the B Cell Receptor (BCR)"
"3561","ENSDARP00000139110","R-DRE-168928","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"
"3562","ENSDARP00000139110","R-DRE-2262752","Cellular responses to stress"
"3563","ENSDARP00000139110","R-DRE-1810476","RIP-mediated NFkB activation via ZBP1"
"3564","ENSDARP00000139110","R-DRE-445989","TAK1 activates NFkB by phosphorylation and activation of IKKs complex"
"3565","ENSDARP00000139110","R-DRE-937061","TRIF-mediated TLR3/TLR4 signaling "
"3566","ENSDARP00000139110","R-DRE-5621481","C-type lectin receptors (CLRs)"
"3567","ENSDARP00000139110","R-DRE-448706","Interleukin-1 processing"
"3568","ENSDARP00000139110","R-DRE-975138","TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"
"3569","ENSDARP00000139110","R-DRE-1280215","Cytokine Signaling in Immune system"
"3570","ENSDARP00000139110","R-DRE-168164","Toll Like Receptor 3 (TLR3) Cascade"
"3571","ENSDARP00000139110","R-DRE-1606322","ZBP1(DAI) mediated induction of type I IFNs"
"3572","ENSDARP00000139110","R-DRE-202424","Downstream TCR signaling"
"3573","ENSDARP00000139110","R-DRE-166058","MyD88:Mal cascade initiated on plasma membrane"
"3574","ENSDARP00000139110","R-DRE-162582","Signal Transduction"
"3575","ENSDARP00000139110","R-DRE-168249","Innate Immune System"
"3576","ENSDARP00000139110","R-DRE-2559582","Senescence-Associated Secretory Phenotype (SASP)"
"3577","ENSDARP00000139110","R-DRE-2871837","FCERI mediated NF-kB activation"
"3578","ENSDARP00000139110","R-DRE-168181","Toll Like Receptor 7/8 (TLR7/8) Cascade"
"3579","ENSDARP00000139110","R-DRE-168176","Toll Like Receptor 5 (TLR5) Cascade"
"3580","ENSDARP00000139110","R-DRE-168142","Toll Like Receptor 10 (TLR10) Cascade"
"3581","ENSDARP00000139110","R-DRE-1280218","Adaptive Immune System"
"3582","ENSDARP00000139110","R-DRE-202403","TCR signaling"
"3583","ENSDARP00000139110","R-DRE-168138","Toll Like Receptor 9 (TLR9) Cascade"
"3584","ENSDARP00000139110","R-DRE-193704","p75 NTR receptor-mediated signalling"
"3585","ENSDARP00000139110","R-DRE-2454202","Fc epsilon receptor (FCERI) signaling"
"3586","ENSDARP00000139110","R-DRE-1834949","Cytosolic sensors of pathogen-associated DNA "
"3587","ENSDARP00000139110","R-DRE-193639","p75NTR signals via NF-kB"
"3588","ENSDARP00000139110","R-DRE-3134963","DEx/H-box helicases activate type I IFN and inflammatory cytokines production "
"3589","ENSDARP00000139110","R-DRE-209560","NF-kB is activated and signals survival"
"3590","ENSDARP00000139110","R-DRE-193692","Regulated proteolysis of p75NTR"
"3591","ENSDARP00000139110","R-DRE-2559583","Cellular Senescence"
"3592","ENSDARP00000139110","R-DRE-5621575","CD209 (DC-SIGN) signaling"
"3593","ENSDARP00000139110","R-DRE-933542","TRAF6 mediated NF-kB activation"
"3594","ENSDARP00000139110","R-DRE-166166","MyD88-independent TLR3/TLR4 cascade "
"3595","ENSDARP00000139110","R-DRE-166520","Signalling by NGF"
"3596","ENSDARP00000139110","R-DRE-5607764","CLEC7A (Dectin-1) signaling"
"3597","ENSDARP00000139110","R-DRE-449147","Signaling by Interleukins"
"3598","ENSDARP00000139110","R-DRE-975155","MyD88 dependent cascade initiated on endosome"
"3599","ENSDARP00000139110","R-DRE-168256","Immune System"
"3600","ENSDARP00000139110","R-DRE-168898","Toll-Like Receptors Cascades"
"3601","ENSDARP00000139110","R-DRE-168179","Toll Like Receptor TLR1:TLR2 Cascade"
"3602","ENSDARP00000139110","R-DRE-181438","Toll Like Receptor 2 (TLR2) Cascade"
"3603","ENSDARP00000139110","R-DRE-1168372","Downstream signaling events of B Cell Receptor (BCR)"
"3604","ENSDARP00000139110","R-DRE-168188","Toll Like Receptor TLR6:TLR2 Cascade"
"3605","ENSDARP00000139129","R-DRE-2871809","FCERI mediated Ca+2 mobilization"
"3606","ENSDARP00000139129","R-DRE-2454202","Fc epsilon receptor (FCERI) signaling"
"3607","ENSDARP00000139129","R-DRE-168256","Immune System"
"3608","ENSDARP00000139129","R-DRE-168249","Innate Immune System"
"3609","ENSDARP00000139144","R-DRE-3858494","Beta-catenin independent WNT signaling"
"3610","ENSDARP00000139144","R-DRE-5099900","WNT5A-dependent internalization of FZD4"
"3611","ENSDARP00000139144","R-DRE-201681","TCF dependent signaling in response to WNT"
"3612","ENSDARP00000139144","R-DRE-195721","Signaling by Wnt"
"3613","ENSDARP00000139144","R-DRE-4641263","Regulation of FZD by ubiquitination"
"3614","ENSDARP00000139144","R-DRE-162582","Signal Transduction"
"3615","ENSDARP00000139144","R-DRE-4086400","PCP/CE pathway"
"3616","ENSDARP00000139144","R-DRE-4086398","Ca2+ pathway"
"3617","ENSDARP00000139209","R-DRE-380287","Centrosome maturation"
"3618","ENSDARP00000139209","R-DRE-380284","Loss of proteins required for interphase microtubule organizationÂ from the centrosome"
"3619","ENSDARP00000139209","R-DRE-380259","Loss of Nlp from mitotic centrosomes"
"3620","ENSDARP00000139209","R-DRE-68882","Mitotic Anaphase"
"3621","ENSDARP00000139209","R-DRE-2467813","Separation of Sister Chromatids"
"3622","ENSDARP00000139209","R-DRE-380270","Recruitment of mitotic centrosome proteins and complexes"
"3623","ENSDARP00000139209","R-DRE-2565942","Regulation of PLK1 Activity at G2/M Transition"
"3624","ENSDARP00000139209","R-DRE-2500257","Resolution of Sister Chromatid Cohesion"
"3625","ENSDARP00000139209","R-DRE-194315","Signaling by Rho GTPases"
"3626","ENSDARP00000139209","R-DRE-2555396","Mitotic Metaphase and Anaphase"
"3627","ENSDARP00000139209","R-DRE-5620912","Anchoring of the basal body to the plasma membrane"
"3628","ENSDARP00000139209","R-DRE-69275","G2/M Transition"
"3629","ENSDARP00000139209","R-DRE-5617833","Assembly of the primary cilium"
"3630","ENSDARP00000139209","R-DRE-1640170","Cell Cycle"
"3631","ENSDARP00000139209","R-DRE-69278","Cell Cycle"
"3632","ENSDARP00000139209","R-DRE-1852241","Organelle biogenesis and maintenance"
"3633","ENSDARP00000139209","R-DRE-453274","Mitotic G2-G2/M phases"
"3634","ENSDARP00000139209","R-DRE-195258","RHO GTPase Effectors"
"3635","ENSDARP00000139209","R-DRE-8854518","AURKA Activation by TPX2"
"3636","ENSDARP00000139209","R-DRE-68877","Mitotic Prometaphase"
"3637","ENSDARP00000139209","R-DRE-162582","Signal Transduction"
"3638","ENSDARP00000139209","R-DRE-5663220","RHO GTPases Activate Formins"
"3639","ENSDARP00000139209","R-DRE-68886","M Phase"
"3640","ENSDARP00000139321","R-DRE-1430728","Metabolism"
"3641","ENSDARP00000139321","R-DRE-428157","Sphingolipid metabolism"
"3642","ENSDARP00000139321","R-DRE-556833","Metabolism of lipids and lipoproteins"
"3643","ENSDARP00000139321","R-DRE-1660661","Sphingolipid de novo biosynthesis"
"3644","ENSDARP00000139343","R-DRE-2022090","Assembly of collagen fibrils and other multimeric structures"
"3645","ENSDARP00000139343","R-DRE-1474290","Collagen formation"
"3646","ENSDARP00000139343","R-DRE-1650814","Collagen biosynthesis and modifying enzymes"
"3647","ENSDARP00000139343","R-DRE-1474244","Extracellular matrix organization"
"3648","ENSDARP00000139345","R-DRE-3769402","Deactivation of the beta-catenin transactivating complex"
"3649","ENSDARP00000139345","R-DRE-201681","TCF dependent signaling in response to WNT"
"3650","ENSDARP00000139345","R-DRE-195721","Signaling by Wnt"
"3651","ENSDARP00000139345","R-DRE-162582","Signal Transduction"
"3652","ENSDARP00000139371","R-DRE-2142753","Arachidonic acid metabolism"
"3653","ENSDARP00000139371","R-DRE-211945","Phase 1 - Functionalization of compounds"
"3654","ENSDARP00000139371","R-DRE-211897","Cytochrome P450 - arranged by substrate type"
"3655","ENSDARP00000139371","R-DRE-211981","Xenobiotics"
"3656","ENSDARP00000139371","R-DRE-211859","Biological oxidations"
"3657","ENSDARP00000139371","R-DRE-211999","CYP2E1 reactions"
"3658","ENSDARP00000139371","R-DRE-1430728","Metabolism"
"3659","ENSDARP00000139371","R-DRE-2142670","Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)"
"3660","ENSDARP00000139371","R-DRE-2142816","Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)"
"3661","ENSDARP00000139371","R-DRE-5423646","Aflatoxin activation and detoxification"
"3662","ENSDARP00000139371","R-DRE-556833","Metabolism of lipids and lipoproteins"
"3663","ENSDARP00000139386","R-DRE-168142","Toll Like Receptor 10 (TLR10) Cascade"
"3664","ENSDARP00000139386","R-DRE-168256","Immune System"
"3665","ENSDARP00000139386","R-DRE-168898","Toll-Like Receptors Cascades"
"3666","ENSDARP00000139386","R-DRE-168249","Innate Immune System"
"3667","ENSDARP00000139422","R-DRE-446203","Asparagine N-linked glycosylation"
"3668","ENSDARP00000139422","R-DRE-975576","N-glycan antennae elongation in the medial/trans-Golgi"
"3669","ENSDARP00000139422","R-DRE-975577","N-Glycan antennae elongation"
"3670","ENSDARP00000139422","R-DRE-392499","Metabolism of proteins"
"3671","ENSDARP00000139422","R-DRE-948021","Transport to the Golgi and subsequent modification"
"3672","ENSDARP00000139422","R-DRE-1430728","Metabolism"
"3673","ENSDARP00000139422","R-DRE-1630316","Glycosaminoglycan metabolism"
"3674","ENSDARP00000139422","R-DRE-597592","Post-translational protein modification"
"3675","ENSDARP00000139422","R-DRE-71387","Metabolism of carbohydrates"
"3676","ENSDARP00000139422","R-DRE-2022854","Keratan sulfate biosynthesis"
"3677","ENSDARP00000139422","R-DRE-1638074","Keratan sulfate/keratin metabolism"
"3678","ENSDARP00000139437","R-DRE-5693567","HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)"
"3679","ENSDARP00000139437","R-DRE-74160","Gene Expression"
"3680","ENSDARP00000139437","R-DRE-3700989","Transcriptional Regulation by TP53"
"3681","ENSDARP00000139437","R-DRE-69473","G2/M DNA damage checkpoint"
"3682","ENSDARP00000139437","R-DRE-5693606","DNA Double Strand Break Response"
"3683","ENSDARP00000139437","R-DRE-2262752","Cellular responses to stress"
"3684","ENSDARP00000139437","R-DRE-1640170","Cell Cycle"
"3685","ENSDARP00000139437","R-DRE-73894","DNA Repair"
"3686","ENSDARP00000139437","R-DRE-69481","G2/M Checkpoints"
"3687","ENSDARP00000139437","R-DRE-2559586","DNA Damage/Telomere Stress Induced Senescence"
"3688","ENSDARP00000139437","R-DRE-5693571","Nonhomologous End-Joining (NHEJ)"
"3689","ENSDARP00000139437","R-DRE-168249","Innate Immune System"
"3690","ENSDARP00000139437","R-DRE-5633007","Regulation of TP53 Activity"
"3691","ENSDARP00000139437","R-DRE-212436","Generic Transcription Pathway"
"3692","ENSDARP00000139437","R-DRE-1834949","Cytosolic sensors of pathogen-associated DNA "
"3693","ENSDARP00000139437","R-DRE-5693532","DNA Double-Strand Break Repair"
"3694","ENSDARP00000139437","R-DRE-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks"
"3695","ENSDARP00000139437","R-DRE-2559583","Cellular Senescence"
"3696","ENSDARP00000139437","R-DRE-5693538","Homology Directed Repair"
"3697","ENSDARP00000139437","R-DRE-5693607","Processing of DNA double-strand break ends"
"3698","ENSDARP00000139437","R-DRE-5693616","Presynaptic phase of homologous DNA pairing and strand exchange"
"3699","ENSDARP00000139437","R-DRE-5693579","Homologous DNA Pairing and Strand Exchange"
"3700","ENSDARP00000139437","R-DRE-69620","Cell Cycle Checkpoints"
"3701","ENSDARP00000139437","R-DRE-5685942","HDR through Homologous Recombination (HRR)"
"3702","ENSDARP00000139437","R-DRE-5693548","Sensing of DNA Double Strand Breaks"
"3703","ENSDARP00000139437","R-DRE-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates"
"3704","ENSDARP00000139437","R-DRE-5693537","Resolution of D-Loop Structures"
"3705","ENSDARP00000139437","R-DRE-5685939","HDR through MMEJ (alt-NHEJ)"
"3706","ENSDARP00000139437","R-DRE-5685938","HDR through Single Strand Annealing (SSA)"
"3707","ENSDARP00000139437","R-DRE-168256","Immune System"
"3708","ENSDARP00000139437","R-DRE-6804756","Regulation of TP53 Activity through Phosphorylation"
"3709","ENSDARP00000139455","R-DRE-3000157","Laminin interactions"
"3710","ENSDARP00000139455","R-DRE-1474244","Extracellular matrix organization"
"3711","ENSDARP00000139530","R-DRE-421837","Clathrin derived vesicle budding"
"3712","ENSDARP00000139530","R-DRE-1280218","Adaptive Immune System"
"3713","ENSDARP00000139530","R-DRE-432722","Golgi Associated Vesicle Biogenesis"
"3714","ENSDARP00000139530","R-DRE-2132295","MHC class II antigen presentation"
"3715","ENSDARP00000139530","R-DRE-199991","Membrane Trafficking"
"3716","ENSDARP00000139530","R-DRE-432720","Lysosome Vesicle Biogenesis"
"3717","ENSDARP00000139530","R-DRE-199992","trans-Golgi Network Vesicle Budding"
"3718","ENSDARP00000139530","R-DRE-168256","Immune System"
"3719","ENSDARP00000139530","R-DRE-5653656","Vesicle-mediated transport"
"3720","ENSDARP00000139541","R-DRE-76005","Response to elevated platelet cytosolic Ca2+"
"3721","ENSDARP00000139541","R-DRE-114608","Platelet degranulation "
"3722","ENSDARP00000139541","R-DRE-109582","Hemostasis"
"3723","ENSDARP00000139541","R-DRE-76002","Platelet activation"
"3724","ENSDARP00000139557","R-DRE-166520","Signalling by NGF"
"3725","ENSDARP00000139557","R-DRE-416482","G alpha (12/13) signalling events"
"3726","ENSDARP00000139557","R-DRE-194315","Signaling by Rho GTPases"
"3727","ENSDARP00000139557","R-DRE-193704","p75 NTR receptor-mediated signalling"
"3728","ENSDARP00000139557","R-DRE-388396","GPCR downstream signaling"
"3729","ENSDARP00000139557","R-DRE-193648","NRAGE signals death through JNK"
"3730","ENSDARP00000139557","R-DRE-162582","Signal Transduction"
"3731","ENSDARP00000139557","R-DRE-204998","Cell death signalling via NRAGE"
"3732","ENSDARP00000139557","R-DRE-372790","Signaling by GPCR"
"3733","ENSDARP00000139557","R-DRE-194840","Rho GTPase cycle"
"3734","ENSDARP00000139609","R-DRE-446728","Cell junction organization"
"3735","ENSDARP00000139609","R-DRE-5626467","RHO GTPases activate IQGAPs"
"3736","ENSDARP00000139609","R-DRE-194315","Signaling by Rho GTPases"
"3737","ENSDARP00000139609","R-DRE-1474244","Extracellular matrix organization"
"3738","ENSDARP00000139609","R-DRE-111465","Apoptotic cleavage of cellular proteins"
"3739","ENSDARP00000139609","R-DRE-351906","Apoptotic cleavage of cell adhesion  proteins"
"3740","ENSDARP00000139609","R-DRE-1474228","Degradation of the extracellular matrix"
"3741","ENSDARP00000139609","R-DRE-75153","Apoptotic execution  phase"
"3742","ENSDARP00000139609","R-DRE-109581","Apoptosis"
"3743","ENSDARP00000139609","R-DRE-195258","RHO GTPase Effectors"
"3744","ENSDARP00000139609","R-DRE-5357801","Programmed Cell Death"
"3745","ENSDARP00000139609","R-DRE-216083","Integrin cell surface interactions"
"3746","ENSDARP00000139609","R-DRE-1500931","Cell-Cell communication"
"3747","ENSDARP00000139609","R-DRE-162582","Signal Transduction"
"3748","ENSDARP00000139609","R-DRE-421270","Cell-cell junction organization"
"3749","ENSDARP00000139609","R-DRE-418990","Adherens junctions interactions"
"3750","ENSDARP00000139637","R-DRE-5654221","Phospholipase C-mediated cascade"
"3751","ENSDARP00000139637","R-DRE-163615","PKA activation"
"3752","ENSDARP00000139637","R-DRE-5654696","Downstream signaling of activated FGFR2"
"3753","ENSDARP00000139637","R-DRE-111931","PKA-mediated phosphorylation of CREB"
"3754","ENSDARP00000139637","R-DRE-2424491","DAP12 signaling"
"3755","ENSDARP00000139637","R-DRE-372790","Signaling by GPCR"
"3756","ENSDARP00000139637","R-DRE-187037","NGF signalling via TRKA from the plasma membrane"
"3757","ENSDARP00000139637","R-DRE-5654741","Signaling by FGFR3"
"3758","ENSDARP00000139637","R-DRE-111997","CaM pathway"
"3759","ENSDARP00000139637","R-DRE-111933","Calmodulin induced events"
"3760","ENSDARP00000139637","R-DRE-111996","Ca-dependent events"
"3761","ENSDARP00000139637","R-DRE-111885","Opioid Signalling"
"3762","ENSDARP00000139637","R-DRE-5654743","Signaling by FGFR4"
"3763","ENSDARP00000139637","R-DRE-112315","Transmission across Chemical Synapses"
"3764","ENSDARP00000139637","R-DRE-112040","G-protein mediated events"
"3765","ENSDARP00000139637","R-DRE-112043","PLC beta mediated events"
"3766","ENSDARP00000139637","R-DRE-190236","Signaling by FGFR"
"3767","ENSDARP00000139637","R-DRE-167021","PLC-gamma1 signalling"
"3768","ENSDARP00000139637","R-DRE-177929","Signaling by EGFR"
"3769","ENSDARP00000139637","R-DRE-2172127","DAP12 interactions"
"3770","ENSDARP00000139637","R-DRE-212718","EGFR interacts with phospholipase C-gamma"
"3771","ENSDARP00000139637","R-DRE-111997","CaM pathway"
"3772","ENSDARP00000139637","R-DRE-111933","Calmodulin induced events"
"3773","ENSDARP00000139637","R-DRE-170660","Adenylate cyclase activating pathway"
"3774","ENSDARP00000139637","R-DRE-5654738","Signaling by FGFR2"
"3775","ENSDARP00000139637","R-DRE-1489509","DAG and IP3 signaling"
"3776","ENSDARP00000139637","R-DRE-112316","Neuronal System"
"3777","ENSDARP00000139637","R-DRE-991365","Activation of GABAB receptors"
"3778","ENSDARP00000139637","R-DRE-112314","Neurotransmitter Receptor Binding And Downstream Transmission In The  Postsynaptic Cell"
"3779","ENSDARP00000139637","R-DRE-170670","Adenylate cyclase inhibitory pathway"
"3780","ENSDARP00000139637","R-DRE-997269","Inhibition of adenylate cyclase pathway"
"3781","ENSDARP00000139637","R-DRE-186763","Downstream signal transduction"
"3782","ENSDARP00000139637","R-DRE-163615","PKA activation"
"3783","ENSDARP00000139637","R-DRE-5654736","Signaling by FGFR1"
"3784","ENSDARP00000139637","R-DRE-111931","PKA-mediated phosphorylation of CREB"
"3785","ENSDARP00000139637","R-DRE-5654228","Phospholipase C-mediated cascade"
"3786","ENSDARP00000139637","R-DRE-5654716","Downstream signaling of activated FGFR4"
"3787","ENSDARP00000139637","R-DRE-186797","Signaling by PDGF"
"3788","ENSDARP00000139637","R-DRE-418597","G alpha (z) signalling events"
"3789","ENSDARP00000139637","R-DRE-170670","Adenylate cyclase inhibitory pathway"
"3790","ENSDARP00000139637","R-DRE-162582","Signal Transduction"
"3791","ENSDARP00000139637","R-DRE-168249","Innate Immune System"
"3792","ENSDARP00000139637","R-DRE-5654227","Phospholipase C-mediated cascade"
"3793","ENSDARP00000139637","R-DRE-5654708","Downstream signaling of activated FGFR3"
"3794","ENSDARP00000139637","R-DRE-977444","GABA B receptor activation"
"3795","ENSDARP00000139637","R-DRE-977443","GABA receptor activation"
"3796","ENSDARP00000139637","R-DRE-166520","Signalling by NGF"
"3797","ENSDARP00000139637","R-DRE-5654687","Downstream signaling of activated FGFR1"
"3798","ENSDARP00000139637","R-DRE-5654219","Phospholipase C-mediated cascade: FGFR1"
"3799","ENSDARP00000139637","R-DRE-388396","GPCR downstream signaling"
"3800","ENSDARP00000139637","R-DRE-168256","Immune System"
"3801","ENSDARP00000139640","R-DRE-446203","Asparagine N-linked glycosylation"
"3802","ENSDARP00000139640","R-DRE-975576","N-glycan antennae elongation in the medial/trans-Golgi"
"3803","ENSDARP00000139640","R-DRE-975578","Reactions specific to the complex N-glycan synthesis pathway"
"3804","ENSDARP00000139640","R-DRE-392499","Metabolism of proteins"
"3805","ENSDARP00000139640","R-DRE-948021","Transport to the Golgi and subsequent modification"
"3806","ENSDARP00000139640","R-DRE-597592","Post-translational protein modification"
"3807","ENSDARP00000139666","R-DRE-425407","SLC-mediated transmembrane transport"
"3808","ENSDARP00000139666","R-DRE-382551","Transmembrane transport of small molecules"
"3809","ENSDARP00000139666","R-DRE-427975","Proton/oligopeptide cotransporters"
"3810","ENSDARP00000139666","R-DRE-425393","Transport of inorganic cations/anions and amino acids/oligopeptides"
"3811","ENSDARP00000139668","R-DRE-202131","Metabolism of nitric oxide"
"3812","ENSDARP00000139668","R-DRE-1430728","Metabolism"
"3813","ENSDARP00000139668","R-DRE-203615","eNOS activation"
"3814","ENSDARP00000139668","R-DRE-203765","eNOS activation and regulation"
"3815","ENSDARP00000139674","R-DRE-380287","Centrosome maturation"
"3816","ENSDARP00000139674","R-DRE-380284","Loss of proteins required for interphase microtubule organizationÂ from the centrosome"
"3817","ENSDARP00000139674","R-DRE-380259","Loss of Nlp from mitotic centrosomes"
"3818","ENSDARP00000139674","R-DRE-1852241","Organelle biogenesis and maintenance"
"3819","ENSDARP00000139674","R-DRE-453274","Mitotic G2-G2/M phases"
"3820","ENSDARP00000139674","R-DRE-8854518","AURKA Activation by TPX2"
"3821","ENSDARP00000139674","R-DRE-380270","Recruitment of mitotic centrosome proteins and complexes"
